# turbineXstart, turbineYstart
8.175321905327706418e+02 9.845373291175640418e+00
1.577678200269792342e+03 -3.078179876112005786e+01
2.083986375964182571e+03 2.488379634292489584e+01
6.701968147603101897e+02 4.655246852169656222e+02
1.206740849105892949e+03 5.493706314840522964e+02
1.967070421948298645e+03 4.492875756154320470e+02
2.390298348915481711e+03 6.344487460239273560e+02
2.981412847448002594e+03 4.623905665034651520e+02
4.339608519081513123e+02 8.432383689114330991e+02
8.786816786168592444e+02 8.601609895033157045e+02
1.641843167479453541e+03 8.483377483893136741e+02
2.334187060608677257e+03 1.173509908307589967e+03
2.748581747063692546e+03 9.715376215613589466e+02
3.368669752444820915e+03 1.165785725934992115e+03
2.776826323308031874e+02 1.436846119076507193e+03
8.220966069773407980e+02 1.410489236354342665e+03
1.258140843377481815e+03 1.514610635799764395e+03
2.016116187176097810e+03 1.350070056751488664e+03
2.728369653535628004e+03 1.574346177479062590e+03
3.215108863217764338e+03 1.679725492641549636e+03
3.686724519382474682e+03 1.677890339790885037e+03
5.730079755136611084e+02 1.845552944330363744e+03
9.597261743647558205e+02 1.844187243796319308e+03
1.525077872066021428e+03 1.921641132507724251e+03
2.407273100898633402e+03 2.141124168604570968e+03
3.010270421906981028e+03 1.954369730483159856e+03
3.608841336780531492e+03 2.117959596602946021e+03
1.094398652996613919e+02 2.319421231209125835e+03
9.160371299798918017e+02 2.299735745838117055e+03
1.248914638825744078e+03 2.446457126132343546e+03
1.891471030564805005e+03 2.480522927824132239e+03
2.705327979267970022e+03 2.630667476171283397e+03
3.140082669662050193e+03 2.414175321554309448e+03
3.882773104778718334e+03 2.485477210755285796e+03
3.986119890741488803e+01 2.794744524027088573e+03
6.301911002147849103e+02 3.023122770046576534e+03
9.771724761674588535e+02 2.915464118945733844e+03
1.567062292105558072e+03 2.963304956050578312e+03
2.180930062056380848e+03 2.969792704196121122e+03
2.934105404516560611e+03 2.998999675102352285e+03
3.509470412110205416e+03 3.001275868908580378e+03
1.909600157058223999e+02 3.398972870817166950e+03
8.519893402692083555e+02 3.365783745908933724e+03
1.275605074666264727e+03 3.397211145103654871e+03
1.981638119693473072e+03 3.435820292347157192e+03
2.657804276764294173e+03 3.604291498416002014e+03
3.292603677866556609e+03 3.642251952754962531e+03
3.639659553531949769e+03 3.705922929302432749e+03
-5.613760521632205780e+01 3.798435976315079188e+03
7.180970205576920762e+02 3.914849222692849253e+03
1.266427544105723200e+03 3.879274552425166803e+03
1.568536524134351339e+03 3.806003695198900459e+03
2.153505240156310720e+03 3.879519734944876291e+03
2.848272974840927873e+03 4.029147464598577244e+03
3.768608147659584802e+02 4.402843776393086955e+03
8.461267865916394157e+02 4.385549604018357059e+03
1.527538739797679909e+03 4.539623775139747522e+03
2.117485273899919775e+03 4.424915012344303250e+03
9.982610424551432970e+02 4.889737107901328272e+03
1.754235076312560750e+03 4.975536826297453445e+03
