# turbineX, turbineY, turbineZ
-2.180428206268887266e+02 -1.301252218216779283e+03 1.000000000000000000e+02
5.334561136119422287e+01 1.035517937058714324e+03 1.000000000000000000e+02
-7.551687082235829394e+02 -1.081905833798237609e+03 1.000000000000000000e+02
4.959997029368004178e+02 1.222613717815572272e+03 1.000000000000000000e+02
-1.058828694333383737e+03 -7.871987090478648952e+02 1.000000000000000000e+02
9.801829590304712383e+02 8.831995126896182455e+02 1.000000000000000000e+02
-1.294240728222164989e+03 -2.564000306080387759e+02 1.000000000000000000e+02
1.208536929389808392e+03 5.293755849250802612e+02 1.000000000000000000e+02
7.428341940229776128e+02 -1.090411556413163225e+03 1.000000000000000000e+02
-6.665595540715304423e+02 1.138638820703149122e+03 1.000000000000000000e+02
7.969139904204366758e+02 -3.232559276215079649e+02 1.000000000000000000e+02
-5.446889532162109617e+02 7.875980889920259642e+02 1.000000000000000000e+02
1.613217778205210209e+02 -4.925875818294932174e+02 1.000000000000000000e+02
-9.931627029171853849e+01 1.205954431888326610e+02 1.000000000000000000e+02
-6.854802021182146063e+02 -4.251682275548420193e+02 1.000000000000000000e+02
2.981425650404311227e+02 -1.678334013730213599e+02 1.000000000000000000e+02
-1.151839738393737662e+03 6.434790000530251746e+02 1.000000000000000000e+02
8.510062715998182057e+02 1.880535523412144130e+02 1.000000000000000000e+02
-9.136271036303342044e+02 9.518852479942100899e+02 1.000000000000000000e+02
1.084146079010794892e+03 -7.519489905184966574e+02 1.000000000000000000e+02
1.262640714072156698e+03 -3.828033798921105131e+02 1.000000000000000000e+02
-1.317775646156182347e+03 6.532494078147497873e+01 1.000000000000000000e+02
1.318433642639034133e+03 5.032629389418092813e+01 1.000000000000000000e+02
-6.014276751760966135e+02 2.653584448164228320e+02 1.000000000000000000e+02
5.802348765040991339e+02 4.900714263337722514e+02 1.000000000000000000e+02
-4.789202559263450780e+02 -1.912473679556146067e+02 1.000000000000000000e+02
3.588963245984991204e+02 3.293514220170551994e+02 1.000000000000000000e+02
-4.410741855842628070e+02 -6.487583194595496252e+02 1.000000000000000000e+02
9.537545418530982033e+01 6.278310357675709383e+02 1.000000000000000000e+02
-1.431038246110842316e+01 -8.765651723871799277e+02 1.000000000000000000e+02
-3.029693832797737514e+02 1.284137669520227973e+03 1.000000000000000000e+02
3.651543450192637010e+02 -1.267857368479758861e+03 1.000000000000000000e+02
