# turbineX, turbineY, turbineZ
-3.490717725314025301e+02 -1.272379227249258975e+03 1.000000000000000000e+02
4.396276279539610528e+02 1.243996617234899077e+03 1.000000000000000000e+02
-5.585493168929326657e+02 -9.530490654604819838e+02 1.000000000000000000e+02
8.605938552054542470e+02 9.724711580929349566e+02 1.000000000000000000e+02
-1.081587790696160710e+03 -7.556241517791530669e+02 1.000000000000000000e+02
1.120180218789628043e+03 6.971343505336711814e+02 1.000000000000000000e+02
-1.255317293568481773e+03 -4.061754458214045940e+02 1.000000000000000000e+02
1.281899672036946185e+03 1.087581502708860199e+02 1.000000000000000000e+02
4.259086667840495579e+02 -8.691379703478912688e+02 1.000000000000000000e+02
-6.774083370929367902e+02 8.997202589446563934e+02 1.000000000000000000e+02
5.557716775058066787e+02 -6.671867356397094682e+02 1.000000000000000000e+02
-4.934796269115878999e+02 6.211518112323827836e+02 1.000000000000000000e+02
-9.616655836628376619e+01 -3.516248416520209048e+02 1.000000000000000000e+02
1.768845153974498032e+02 4.493330159124066085e+02 1.000000000000000000e+02
-2.092223990797514830e+02 -1.448211558397517535e+02 1.000000000000000000e+02
3.533012054269227633e+02 1.927995395594155070e+02 1.000000000000000000e+02
-4.104132192075281864e+02 2.814588245608817942e+02 1.000000000000000000e+02
6.795516732665005293e+02 -2.775475737096965645e+02 1.000000000000000000e+02
-1.137095329636049428e+03 6.691892194182455569e+02 1.000000000000000000e+02
9.701135214577102488e+02 -8.942481593919001170e+02 1.000000000000000000e+02
1.213073536069347483e+03 -5.188955599524274476e+02 1.000000000000000000e+02
-1.058216623028337835e+03 3.500310382512765841e+02 1.000000000000000000e+02
9.261706043074850641e+02 8.658710786531173653e+01 1.000000000000000000e+02
-1.096234713046929301e+03 -1.724341310092605113e+02 1.000000000000000000e+02
6.267064147143266837e+02 5.444455131796054275e+02 1.000000000000000000e+02
-7.716286228008165153e+02 -9.043742662177737657e+01 1.000000000000000000e+02
2.185908843379086193e+02 8.125259138173877318e+02 1.000000000000000000e+02
-1.952652720243138731e+02 -6.928005904711665153e+02 1.000000000000000000e+02
-1.829673001780458108e+01 1.061933643570335107e+03 1.000000000000000000e+02
3.951454493985590233e+01 -1.027997166642588581e+03 1.000000000000000000e+02
-1.878962622444490194e+02 1.305946026531475354e+03 1.000000000000000000e+02
2.523091447521516670e+02 -1.238581852809733618e+03 1.000000000000000000e+02
