# turbineXstart, turbineYstart
8.578731597779785716e+02 1.511241581047622162e+02
1.701453490252566098e+03 1.068964108509054540e+02
2.281473920067884137e+03 3.527550617175101877e+01
8.053813699994763056e+02 4.039165771131229121e+02
1.302011136557560121e+03 5.219591456513385310e+02
1.994510762388088779e+03 6.678587972427444583e+02
2.517017731603314132e+03 6.574865082697546086e+02
3.224665333734168144e+03 5.858835004065748535e+02
5.869494557902514771e+02 1.002398163472946749e+03
1.146805082851301449e+03 1.101619148305117506e+03
1.729756432240876620e+03 9.164882258689135597e+02
2.204890629586763225e+03 1.035773718167173456e+03
2.758826972357292561e+03 1.006430421181448764e+03
3.558742146615945330e+03 1.176865889659567756e+03
2.823753170209542986e+02 1.579190309858601267e+03
7.338342830192740394e+02 1.510235134242535196e+03
1.443650358704262089e+03 1.545254159688108302e+03
1.841678360095836524e+03 1.576261415428696637e+03
2.529143865766178806e+03 1.647664244976082955e+03
3.113871064192657286e+03 1.486989509440555821e+03
3.901878001329203016e+03 1.601566333436408968e+03
5.111861225332439744e+02 1.983159869337470354e+03
1.115507049917550376e+03 1.816404608335312560e+03
1.634583025764918830e+03 2.009093786253116832e+03
2.375932978158984497e+03 1.965775696796028342e+03
3.007017223173510502e+03 2.099386296990160190e+03
3.476414960140303265e+03 2.106698433886668226e+03
3.579376644600593522e+02 2.418006820287563642e+03
7.740312316434317381e+02 2.523611689997976100e+03
1.539340207466193760e+03 2.529312209947827341e+03
2.027798043540423805e+03 2.532494479188609148e+03
2.520645906548871153e+03 2.655218074386210901e+03
3.216135989252154559e+03 2.496294120138196831e+03
3.786433509439594673e+03 2.636604391686998042e+03
1.436225705771302614e+02 3.065429584537042501e+03
7.078819275604223549e+02 3.031612370985909820e+03
1.073286496742454347e+03 3.026383454567640456e+03
1.615743937994554926e+03 2.897980431566613788e+03
2.209066331256527519e+03 3.141867439715975706e+03
2.778898218920136969e+03 2.926201659422924877e+03
3.504415314586069144e+03 3.073583916189607862e+03
2.559173040001556103e+02 3.489105365738498676e+03
8.725610271798298072e+02 3.328342639786686505e+03
1.354241264347913557e+03 3.491412106137652245e+03
2.022522987302956608e+03 3.508201408328552134e+03
2.559738108265024039e+03 3.448935498733470922e+03
3.235035385966386457e+03 3.575118978581814190e+03
3.677474788012159934e+03 3.717690391677827392e+03
8.796994536878695214e+01 3.953460954237261831e+03
5.770856496893768508e+02 3.754481667280362672e+03
1.219705805764293473e+03 3.863385642962367001e+03
1.694968022359556244e+03 4.077015061005833104e+03
2.238104337056149689e+03 3.892220113709923226e+03
2.902445330943892714e+03 3.993202666578953085e+03
3.952621283894987982e+02 4.341671040823955082e+03
7.088611661277930125e+02 4.291815051494065301e+03
1.437690429699822744e+03 4.554565040796364883e+03
2.141959040489859035e+03 4.378749089243712660e+03
9.785874942397692848e+02 4.841520393015764967e+03
1.807460714270481731e+03 4.941461199284241957e+03
