# turbineX, turbineY, turbineZ
-4.665511731206565287e+02 -1.923312247940796169e+03 8.999500000000000455e+01
5.820492641793015309e+02 1.891565133461846699e+03 8.999500000000000455e+01
-1.122154897925968271e+03 -1.630205013201892370e+03 8.999500000000000455e+01
1.241343860335713998e+03 1.541384254670425889e+03 8.999500000000000455e+01
-1.691421830111815552e+03 -1.027566150854988337e+03 8.999500000000000455e+01
1.651005966446192588e+03 1.091319980757447865e+03 8.999500000000000455e+01
-1.930764009406104378e+03 -4.346841853708044141e+02 8.999500000000000455e+01
1.910555070963246180e+03 5.163132003632384794e+02 8.999500000000000455e+01
1.149405085666130844e+03 -1.524769467127374128e+03 8.999500000000000455e+01
-8.528737907898827189e+02 1.578293963771365725e+03 8.999500000000000455e+01
3.571560712587263993e+02 -1.245252667279735761e+03 8.999500000000000455e+01
-1.752892330091503084e+02 1.175176707836190417e+03 8.999500000000000455e+01
-4.773499403397122620e+01 -3.311893328801381813e+02 8.999500000000000455e+01
-5.630217933494819960e+01 4.091871989333484976e+02 8.999500000000000455e+01
-6.957563307952643754e+02 -1.151816097101974634e+02 8.999500000000000455e+01
5.088941486578920603e+02 1.527121768546800809e+02 8.999500000000000455e+01
-9.592424642006886870e+02 5.727729714478072083e+02 8.999500000000000455e+01
8.016716243232938268e+02 -8.340778307907947919e+02 8.999500000000000455e+01
-1.464117657669972459e+03 1.088931529643386511e+03 8.999500000000000455e+01
1.461845797877759423e+03 -1.189139268168557692e+03 8.999500000000000455e+01
1.790103027689037845e+03 -8.439971269615514302e+02 8.999500000000000455e+01
-1.838381648859944107e+03 7.329071654489083585e+02 8.999500000000000455e+01
1.764396115378026025e+03 -2.277945683006511501e+02 8.999500000000000455e+01
-1.581928801717127726e+03 5.726354314165650550e+01 8.999500000000000455e+01
1.331897231410120412e+03 7.727423287326311083e+02 8.999500000000000455e+01
-1.324837552616326320e+03 -6.611380590191166675e+02 8.999500000000000455e+01
9.106638730430746591e+02 1.072318496643153821e+03 8.999500000000000455e+01
-5.784333669321353000e+02 -9.472219242720860848e+02 8.999500000000000455e+01
1.811304948853897940e+02 1.506065548223533597e+03 8.999500000000000455e+01
1.609719938645645598e+01 -1.585286765692547078e+03 8.999500000000000455e+01
-3.021539068755373592e+02 1.955889316097421897e+03 8.999500000000000455e+01
6.652055347180695435e+02 -1.863947852445389799e+03 8.999500000000000455e+01
