# turbineX, turbineY, turbineZ
-5.470761578382509924e+02 -1.901974678465764555e+03 7.237800789403743806e+01
3.736447077121386542e+02 1.943499326575364421e+03 7.554974844834023884e+01
-1.157927359874888225e+03 -1.527101409992121717e+03 7.237800789403743806e+01
9.123341702578156855e+02 1.308474780966339722e+03 7.554974844834023884e+01
-1.520729393864858366e+03 -1.266563109617558666e+03 7.237800789403743806e+01
1.612291012768320797e+03 1.012430768775301203e+03 7.554974844834023884e+01
-1.941850309496278669e+03 -3.821221997075517720e+02 7.237800789403743806e+01
1.877763910816506041e+03 6.251421400258819858e+02 7.554974844834023884e+01
7.447195197552307491e+02 -1.609187634077689154e+03 7.237800789403743806e+01
-1.124164150408232445e+03 1.581734830561559420e+03 7.554974844834023884e+01
4.853192881903361240e+02 -1.070906995761770304e+03 7.237800789403743806e+01
-9.322277766720799264e+02 1.134366603962504769e+03 7.554974844834023884e+01
-3.148735397786475687e+02 -2.578468354568574910e+02 7.237800789403743806e+01
1.548796202752686497e+02 2.924297409848999223e+02 7.554974844834023884e+01
-6.822940781335150859e+02 -7.974302323074439869e+01 7.237800789403743806e+01
5.893344895577238276e+02 1.218894812294113095e+01 7.554974844834023884e+01
-8.137941598189714796e+02 3.994497627950719902e+02 7.237800789403743806e+01
1.033956198026442735e+03 -6.211282568571732554e+02 7.554974844834023884e+01
-1.460992669352335724e+03 1.335028246930111209e+03 7.237800789403743806e+01
1.731007759341984183e+03 -9.593811219208208740e+02 7.554974844834023884e+01
1.941553618368820480e+03 -3.836268330037158876e+02 7.237800789403743806e+01
-1.907300310291808046e+03 5.045969633099637690e+02 7.554974844834023884e+01
1.497395183044490750e+03 -8.548146117818377832e+01 7.237800789403743806e+01
-1.589432682324456891e+03 -1.344637012992922962e+02 7.554974844834023884e+01
6.721437472347528228e+02 7.649842279516021790e+02 7.237800789403743806e+01
-1.361428512378688538e+03 -7.325010104614912052e+02 7.554974844834023884e+01
2.381710828993984421e+02 1.438725625571762066e+03 7.237800789403743806e+01
-4.580921784470314151e+02 -9.977820789741862200e+02 7.554974844834023884e+01
-1.844565433710035336e+02 1.646990246133717847e+03 7.237800789403743806e+01
-3.969014521460354938e+00 -1.430143327388529542e+03 7.554974844834023884e+01
-5.407355478606959878e+02 1.903787033068643495e+03 7.237800789403743806e+01
3.880299596433866327e+02 -1.940678425299007586e+03 7.554974844834023884e+01
