# turbineX, turbineY, turbineZ
1.029117539867543201e+03 9.104529741434047807e+00 6.539695638243844655e+01
1.406683548740337073e+03 2.538164369733237891e+00 6.539695638243844655e+01
2.183483469853084898e+03 3.500336677161046595e+01 6.539695638243844655e+01
7.211263079310732564e+02 5.052624944022223303e+02 6.539695638243844655e+01
1.269665658045323198e+03 4.311042847356058019e+02 6.539695638243844655e+01
1.825001148276311596e+03 6.553743963868647597e+02 6.539695638243844655e+01
2.564135107339283422e+03 4.062087437329410591e+02 6.539695638243844655e+01
3.158189641983909041e+03 6.139108661786425500e+02 6.539695638243844655e+01
5.572991033787437800e+02 9.781602225297060613e+02 6.539695638243844655e+01
1.002010997632812973e+03 9.737014829137831384e+02 6.539695638243844655e+01
1.729394456012641967e+03 1.113812458208445832e+03 6.539695638243844655e+01
2.475816168811601528e+03 8.676937371527277492e+02 6.539695638243844655e+01
2.915195030293436957e+03 9.636855016497777342e+02 6.539695638243844655e+01
3.521244018487375342e+03 1.176778868960267346e+03 6.539695638243844655e+01
2.027170168008641724e+02 1.591252422357007390e+03 6.539695638243844655e+01
6.496169057743228450e+02 1.588986918059501477e+03 6.539695638243844655e+01
1.288915847867879620e+03 1.425820160895483696e+03 6.539695638243844655e+01
1.994972177555436019e+03 1.561306629461574857e+03 6.539695638243844655e+01
2.663001959739262929e+03 1.504992654067275907e+03 6.539695638243844655e+01
3.276718051257409115e+03 1.539872643874618916e+03 6.539695638243844655e+01
3.800373366970027291e+03 1.659504701953758286e+03 6.539695638243844655e+01
6.399932569054151372e+02 1.960923871929588131e+03 6.539695638243844655e+01
1.213020277354502696e+03 1.859945133302585873e+03 6.539695638243844655e+01
1.567763531242512954e+03 1.901913323101776314e+03 6.539695638243844655e+01
2.387896142637368939e+03 1.913225738935153686e+03 6.539695638243844655e+01
2.889396164059282000e+03 2.037379641596085776e+03 6.539695638243844655e+01
3.479580913859611883e+03 2.178869703863030736e+03 6.539695638243844655e+01
1.100154462106781779e+02 2.337400220802677723e+03 6.539695638243844655e+01
6.910966929637794465e+02 2.463496456773398677e+03 6.539695638243844655e+01
1.307638994445690059e+03 2.290933067019784630e+03 6.539695638243844655e+01
1.996539785938465457e+03 2.614570568832261870e+03 6.539695638243844655e+01
2.644525948293504825e+03 2.720673548707910413e+03 6.539695638243844655e+01
3.265636500522728966e+03 2.628726969741049743e+03 6.539695638243844655e+01
3.773487308585616120e+03 2.709803097766665360e+03 6.539695638243844655e+01
1.614362988096831875e-01 2.947903752231231010e+03 6.539695638243844655e+01
6.209256274512594018e+02 3.072893576342015422e+03 6.539695638243844655e+01
1.191507136613998455e+03 2.921650862474476526e+03 6.539695638243844655e+01
1.803162094977796642e+03 2.749201750287492359e+03 6.539695638243844655e+01
2.441204822848941149e+03 2.873999387143508557e+03 6.539695638243844655e+01
3.015186088078033208e+03 3.008949588503274299e+03 6.539695638243844655e+01
3.471749416175813622e+03 3.190929244720523911e+03 6.539695638243844655e+01
3.324653425363544557e+02 3.485568797457572600e+03 6.539695638243844655e+01
7.607763382506690277e+02 3.577180738952341017e+03 6.539695638243844655e+01
1.316910766967935160e+03 3.352129221208645049e+03 6.539695638243844655e+01
2.002536304815100721e+03 3.415793782694146103e+03 6.539695638243844655e+01
2.623958309725443087e+03 3.532258636971181659e+03 6.539695638243844655e+01
3.199723289818246485e+03 3.606942520638137012e+03 6.539695638243844655e+01
3.687812034711783326e+03 3.583603519665455678e+03 6.539695638243844655e+01
2.016400000000010806e+01 3.911815999999995256e+03 6.539695638243844655e+01
3.432726829580907406e+02 3.846532511660195723e+03 6.539695638243844655e+01
1.367276294216941778e+03 4.099163780957862400e+03 6.539695638243844655e+01
1.804522429284053715e+03 4.167564864556426983e+03 6.539695638243844655e+01
2.457783273808682225e+03 4.243006379250088685e+03 6.539695638243844655e+01
2.786286783218808978e+03 4.165708869031059294e+03 6.539695638243844655e+01
3.360335890039221454e+02 4.413079207044954273e+03 6.539695638243844655e+01
7.258468683729984150e+02 4.514730785116633342e+03 6.539695638243844655e+01
1.136470076895883949e+03 4.188280047974024455e+03 6.539695638243844655e+01
2.159732065098753992e+03 4.233123061409978618e+03 6.539695638243844655e+01
1.133455738779530975e+03 4.869941594190254364e+03 6.539695638243844655e+01
1.618152140599385348e+03 4.887408131192773908e+03 6.539695638243844655e+01
