# turbineX, turbineY, turbineZ
-5.320801792342128920e+02 -1.906224195333672924e+03 7.432353292528041777e+01
3.247398822211184211e+02 1.952266377558992644e+03 7.432353292528041777e+01
-1.401236982375306297e+03 -1.397617586911204853e+03 7.432353292528041777e+01
9.435088213267090396e+02 1.723256658733625045e+03 7.432353292528041777e+01
-1.428618203584512230e+03 -5.725303219547771505e+02 7.432353292528041777e+01
1.388025680265947813e+03 1.410739065501160894e+03 7.432353292528041777e+01
-1.965441858288343383e+03 -2.320308207307235193e+02 7.432353292528041777e+01
1.781327785424829244e+03 1.945145996772334129e+01 7.432353292528041777e+01
1.354586896377128824e+03 -1.442877105091143221e+03 7.432353292528041777e+01
-1.142036758594401363e+03 1.563853738963802243e+03 7.432353292528041777e+01
8.041494385372939178e+02 -6.836861321112752421e+02 7.432353292528041777e+01
-6.569517157757175028e+02 1.023615919349708975e+03 7.432353292528041777e+01
9.543725588010300953e+01 -4.528573239299497004e+02 7.432353292528041777e+01
4.493384493684929453e+02 6.923608082258806462e+02 7.432353292528041777e+01
-3.548901338544992541e+02 -9.545866953962490697e+01 7.432353292528041777e+01
3.652071553276420559e+02 -8.530372942170021133e+01 7.432353292528041777e+01
-8.797150952053764286e+02 5.618657001347273763e+02 7.432353292528041777e+01
1.151496744691948834e+03 -8.538463590956289408e+02 7.432353292528041777e+01
-1.544969460292937811e+03 1.236878881204094569e+03 7.432353292528041777e+01
1.660959721830525041e+03 -1.076110032691729430e+03 7.432353292528041777e+01
1.884196924214727687e+03 -6.054766312929211836e+02 7.432353292528041777e+01
-1.919124268362059638e+03 4.834894442526940566e+02 7.432353292528041777e+01
1.600718638342973463e+03 7.671700236978496150e+02 7.432353292528041777e+01
-1.474183341758269989e+03 2.225254173377699942e+02 7.432353292528041777e+01
1.280071304863374962e+03 3.384886476634185328e+02 7.432353292528041777e+01
-9.702291934752546467e+02 -9.282357397513536625e+02 7.432353292528041777e+01
2.625807086776930532e+02 1.108368400017332306e+03 7.432353292528041777e+01
-4.468049405259760647e+02 -1.243234807548701383e+03 7.432353292528041777e+01
-1.407188330009964830e+02 1.609905729732644204e+03 7.432353292528041777e+01
-4.013555049562381782e+01 -1.535650422839059047e+03 7.432353292528041777e+01
-5.408468188957109533e+02 1.903755425077845302e+03 7.432353292528041777e+01
4.642966184235518767e+02 -1.871304003944809665e+03 7.432353292528041777e+01
