# turbineXstart, turbineYstart
8.724089178281341219e+02 -1.487346091300288435e+02
1.644480200270972773e+03 -4.967055357645887170e+01
2.073931253804738844e+03 8.458697238579826205e+01
5.982529429038784201e+02 5.296297319957147920e+02
1.239190108033076285e+03 4.018342875774263803e+02
1.987367674874288696e+03 4.703173923263900065e+02
2.545838832883607665e+03 4.632863367093838178e+02
3.079334825196803195e+03 5.772525206689758761e+02
4.486971637808404694e+02 1.097282592489423450e+03
9.329659669404467195e+02 8.509823619199000859e+02
1.775780299979460324e+03 8.862532370421292853e+02
2.112971271417173739e+03 9.206969564414363276e+02
2.757514978567285198e+03 9.069455581761371832e+02
3.411939450004117589e+03 1.240955794603640925e+03
1.804754047585274179e+02 1.498023374132159915e+03
8.785466352750165697e+02 1.343651900033051561e+03
1.378411628607126204e+03 1.627186298550364427e+03
1.900076862086785468e+03 1.547805433934349139e+03
2.529478503452613040e+03 1.581036140032396361e+03
3.282362752169013220e+03 1.457256284186079483e+03
3.855603762477996497e+03 1.666240400830807857e+03
5.248556588883243421e+02 2.043021532464822712e+03
1.048044258267915893e+03 1.856062626389894831e+03
1.536845598437688068e+03 2.049197857390622175e+03
2.237822227576423302e+03 1.948182427311845686e+03
2.978738114141445749e+03 2.016231436156632526e+03
3.374894866843920681e+03 2.202588987789843941e+03
4.067611402055611620e+02 2.411760229470038666e+03
7.049715696845775028e+02 2.536193595664621171e+03
1.335513257377008813e+03 2.457711920535361060e+03
1.902875041364332901e+03 2.454766596015384948e+03
2.530756598681810829e+03 2.528237525807601287e+03
3.318104315084646259e+03 2.424838896898371331e+03
3.809552859028016428e+03 2.573126492335428793e+03
-1.170941281613985723e+02 2.992311793398449481e+03
7.139663220050563268e+02 2.996595043850564707e+03
1.184121693546041115e+03 3.024288663309191634e+03
1.870719704085048534e+03 2.876393491930395157e+03
2.169814959845023168e+03 2.895038607602241427e+03
2.753381950681257422e+03 3.104798500639330086e+03
3.373916219929369163e+03 2.942524897835908178e+03
2.220953056225914111e+02 3.574621310888225707e+03
8.398726915792121872e+02 3.277040593915982754e+03
1.416270071576189139e+03 3.583475356057370391e+03
1.987289429545859548e+03 3.415628896642713698e+03
2.713914479266010403e+03 3.394817505875288589e+03
3.261401223803843095e+03 3.504158130883808099e+03
3.823532576054932633e+03 3.451017608611041396e+03
1.298611670651109193e+02 4.029528994776253967e+03
5.417118854286450187e+02 3.767043728318429658e+03
1.099906178097277461e+03 3.771146007029658904e+03
1.694978850803850946e+03 3.873889664650506347e+03
2.250145834607369125e+03 3.996803570066385873e+03
2.975787542335195212e+03 3.968708338931279286e+03
2.291196195616274167e+02 4.538797462638208344e+03
7.483065758876648488e+02 4.363013173630579331e+03
1.437311621249744121e+03 4.405661918570557646e+03
1.842200465781348385e+03 4.379011955276691879e+03
1.164447237779923171e+03 4.784063973992893807e+03
1.696994251371505470e+03 4.822165430214904518e+03
