# turbineXstart, turbineYstart
1.090881117915860159e+03 9.462953951187705570e+01
1.467370897121676535e+03 6.844314125138902227e+01
2.105820002595909045e+03 -1.250652673870071823e+02
6.399447384028907209e+02 6.081530344751993198e+02
1.233475339741779862e+03 6.187305473071639881e+02
1.901294261014634230e+03 6.551960704313439692e+02
2.612729101637716212e+03 6.547282237766464732e+02
3.169723645310927168e+03 6.061409608580365784e+02
4.185895902401165927e+02 8.869116502055102274e+02
1.150571359992825137e+03 1.017246854757999017e+03
1.596221686384026725e+03 9.306404610506440349e+02
2.180971626531199036e+03 1.172005800538290487e+03
2.957041727005284883e+03 1.050807051717566083e+03
3.590123902742470818e+03 1.260876319497982877e+03
2.402464599371222960e+02 1.419557766449106566e+03
9.350722849346316252e+02 1.425452130847039825e+03
1.224616917417823061e+03 1.397239439568626722e+03
2.094433964425579688e+03 1.596567178072875095e+03
2.497920917465504772e+03 1.662322713940000313e+03
3.056609384487089756e+03 1.676389253808441708e+03
3.684745668272400962e+03 1.478033566188388704e+03
6.722611223842043273e+02 2.006081320264454462e+03
1.212146849862794397e+03 2.055732478937837641e+03
1.811068155128335775e+03 2.090213875161623946e+03
2.206316770325875950e+03 1.997488788520857952e+03
2.784130492500633409e+03 2.095673742125179160e+03
3.434098660116671454e+03 2.040289085652737185e+03
3.297046858052160587e+02 2.425853216540636822e+03
8.821973505236190931e+02 2.358670500156267281e+03
1.561974405641906287e+03 2.368434485044543635e+03
1.971360825981094877e+03 2.538790136611452908e+03
2.604145506761321940e+03 2.622002104399098698e+03
3.087586731150843207e+03 2.667130351296744266e+03
3.647721346977212761e+03 2.504089781224289254e+03
-5.429584159508706875e+01 2.942655924834593407e+03
5.087116429456257265e+02 3.042193267956584350e+03
1.138317295522444965e+03 2.927206976288962323e+03
1.608804429215846085e+03 2.919266827326988277e+03
2.407339970303409245e+03 3.124385973372398439e+03
3.010832612913835419e+03 2.985255455663416342e+03
3.334754495063115428e+03 3.084747988202629131e+03
2.601341052102736739e+02 3.285353625514817850e+03
7.741123550940397990e+02 3.574398666426988711e+03
1.398769554969364435e+03 3.298759034233481543e+03
2.096553600468398145e+03 3.455665808119842040e+03
2.747622703150645521e+03 3.393362532973022098e+03
3.052353195570594380e+03 3.526231581649993586e+03
3.823536833467990164e+03 3.582020487375492849e+03
-6.514205873842463745e+01 3.957699822709830187e+03
5.136728365593155559e+02 3.959053657451682284e+03
9.820801830344159953e+02 3.961892485429047156e+03
1.764577724252816552e+03 4.025029434581876558e+03
2.376319864216564838e+03 3.906920482103083941e+03
2.860271939165576441e+03 3.876135960837554649e+03
4.061205146494637575e+02 4.538702738606841194e+03
9.091267685998211618e+02 4.306502308421625457e+03
1.455690339541156845e+03 4.354398461092223442e+03
1.875974161878245468e+03 4.327191691411787360e+03
1.146842266143971074e+03 4.966030433676864050e+03
1.679012682242124356e+03 5.034995781785433792e+03
